学校名,类型,省,市,区县
豫东学校,中学,江西省,南昌市,青山湖区
南昌少春中学,中学,江西省,南昌市,青山湖区
南昌三中教育集团,中学,江西省,南昌市,青山湖区
江西育华学校初中部,中学,江西省,南昌市,东湖区
进贤县第一初级中学,中学,江西省,南昌市,进贤县
朝阳一中操场,中学,江西省,南昌市,西湖区
新建区竞晖学校,中学,江西省,南昌市,新建区
江西师大附中滨江分校二部,中学,江西省,南昌市,红谷滩区
罗亭中学,中学,江西省,南昌市,新建区
南昌市第十九中学初中部,中学,江西省,南昌市,东湖区
南昌市心远中学,中学,江西省,南昌市,新建区
黄马中学,中学,江西省,南昌市,南昌县
金桥初级中学,中学,江西省,南昌市,新建区
溪霞中学,中学,江西省,南昌市,新建区
南昌雷式学校初中部,中学,江西省,南昌市,青山湖区
南昌神舟学校,中学,江西省,南昌市,新建区
南昌市第二中学高中部,中学,江西省,南昌市,红谷滩区
江西农业大学-江西农大附属中学,中学,江西省,南昌市,青山湖区
新建区西山中学,中学,江西省,南昌市,新建区
南昌哈文传媒学校,中学,江西省,南昌市,青山湖区
南昌二十八中(高新校区),中学,江西省,南昌市,青山湖区
南昌三中(青山湖校区),中学,江西省,南昌市,青山湖区
新建区石埠初级中学,中学,江西省,南昌市,新建区
新建区大塘观咀中学,中学,江西省,南昌市,新建区
红谷滩新区云溪学校,中学,江西省,南昌市,红谷滩区
三里初级中学,中学,江西省,南昌市,进贤县
南昌市第二中学初中部雅苑路校区,中学,江西省,南昌市,红谷滩区
樵舍中学,中学,江西省,南昌市,新建区
南昌市第十九中学,中学,江西省,南昌市,红谷滩区
南昌市第十中学(经开校区),中学,江西省,南昌市,青山湖区
南昌市英华外语学校(黎明路),中学,江西省,南昌市,青山湖区
南昌市豫章中学红角洲校区,中学,江西省,南昌市,红谷滩区
南昌外国语高新学校初中部,中学,江西省,南昌市,青山湖区
流湖中学,中学,江西省,南昌市,新建区
南昌市红谷滩新区龙岗学校,中学,江西省,南昌市,红谷滩区
南昌二中(初中部昌北校区),中学,江西省,南昌市,青山湖区
石岗中学,中学,江西省,南昌市,新建区
江西桑海中学,中学,江西省,南昌市,新建区
五里中学,中学,江西省,南昌市,进贤县
南昌市莲松中学,中学,江西省,南昌市,青山湖区
南昌市新建区松湖中学,中学,江西省,南昌市,新建区
望城新区中学,中学,江西省,南昌市,新建区
南昌一中教育集团(八中校区),中学,江西省,南昌市,西湖区
进贤县李渡中学,中学,江西省,南昌市,进贤县
南昌师范学院附属中学,中学,江西省,南昌市,青山湖区
南昌外国语学校九龙湖高中部,中学,江西省,南昌市,红谷滩区
象山中学,中学,江西省,南昌市,新建区
南昌市特殊教育学校,中学,江西省,南昌市,青山湖区
进贤第三中学,中学,江西省,南昌市,进贤县
南昌市第六中学(东区),中学,江西省,南昌市,南昌县
南昌三中高新(艾溪湖)校区,中学,江西省,南昌市,青山湖区
南昌市桃花学校,中学,江西省,南昌市,西湖区
江西科技学院附属中学仁居S1,中学,江西省,南昌市,青山湖区
一对一个性辅导小学初中高中,中学,江西省,南昌市,青山湖区
南昌市培英学校,中学,江西省,南昌市,青山湖区
南昌凤凰城上海外国语学校,中学,江西省,南昌市,红谷滩区
昌东一中,中学,江西省,南昌市,南昌县
新建区大塘中学,中学,江西省,南昌市,新建区
万埠中学,中学,江西省,南昌市,安义县
高新区麻丘中学,中学,江西省,南昌市,南昌县
狮峰学校,中学,江西省,南昌市,新建区
南昌市启音学校,中学,江西省,南昌市,青山湖区
南昌市青联学校,中学,江西省,南昌市,青云谱区
南昌市外国语学校九龙湖校区,中学,江西省,南昌市,红谷滩区
南昌市第二十八中学教育集团实验中学(初中校区),中学,江西省,南昌市,东湖区
