学校名,类型,省,市,区县
浏阳市普迹镇普迹初级中学,中学,湖南省,长沙市,浏阳市
浏阳市淳口镇山田初级中学,中学,湖南省,长沙市,浏阳市
白泉学校,中学,湖南省,长沙市,岳麓区
扬眉中学,中学,湖南省,长沙市,浏阳市
长沙县黄花镇中心学校,中学,湖南省,长沙市,长沙县
浏阳市永安镇丰裕初级中学,中学,湖南省,长沙市,浏阳市
长沙县福临镇中心学校-福临中学,中学,湖南省,长沙市,长沙县
杉山冲中学,中学,湖南省,长沙市,宁乡市
南田坪初级中学,中学,湖南省,长沙市,宁乡市
大田方中学,中学,湖南省,长沙市,宁乡市
宁乡市双凫铺镇双凫铺初级中学,中学,湖南省,长沙市,宁乡市
宁乡市夏铎铺中学,中学,湖南省,长沙市,宁乡市
宁乡市云帆实验中学,中学,湖南省,长沙市,宁乡市
湖南师大附中博才实验中学(梅溪湖校区),中学,湖南省,长沙市,岳麓区
长郡雨花外国语学校,中学,湖南省,长沙市,雨花区
宁乡一中附属中学,中学,湖南省,长沙市,宁乡市
老粮仓中学,中学,湖南省,长沙市,宁乡市
东湖塘中学,中学,湖南省,长沙市,宁乡市
五里堆中学,中学,湖南省,长沙市,宁乡市
沩乌初级中学,中学,湖南省,长沙市,宁乡市
宁乡市青山桥中学,中学,湖南省,长沙市,宁乡市
宁乡市沙田中学,中学,湖南省,长沙市,宁乡市
岳麓区含浦中学,中学,湖南省,长沙市,岳麓区
浏阳市沿溪镇沿溪初级中学,中学,湖南省,长沙市,浏阳市
沩滨中学,中学,湖南省,长沙市,宁乡市
明德华兴中学-明德中学初中部,中学,湖南省,长沙市,开福区
七宝山中学,中学,湖南省,长沙市,浏阳市
大圣中学,中学,湖南省,长沙市,浏阳市
石常中学,中学,湖南省,长沙市,长沙县
浏阳市淳口镇淳口初级中学,中学,湖南省,长沙市,浏阳市
梅花中学,中学,湖南省,长沙市,长沙县
偕乐桥中学,中学,湖南省,长沙市,宁乡市
历经铺中学,中学,湖南省,长沙市,宁乡市
浏阳市马家希望学校,中学,湖南省,长沙市,浏阳市
宁乡市铁冲中学,中学,湖南省,长沙市,宁乡市
浏阳市淳口镇楼古初级中学,中学,湖南省,长沙市,浏阳市
高田寺中学,中学,湖南省,长沙市,宁乡市
浏阳市金刚镇金刚初级中学,中学,湖南省,长沙市,浏阳市
枨冲中学,中学,湖南省,长沙市,浏阳市
横山学校,中学,湖南省,长沙市,长沙县
耀邦中学,中学,湖南省,长沙市,浏阳市
宁乡市龙田镇七里山初级中学,中学,湖南省,长沙市,宁乡市
浏阳市沙市镇文光初级中学,中学,湖南省,长沙市,浏阳市
长沙市开物中学,中学,湖南省,长沙市,长沙县
沩山学校,中学,湖南省,长沙市,宁乡市
长沙玮希国际学校,中学,湖南省,长沙市,长沙县
浏阳市湘淮学校,中学,湖南省,长沙市,浏阳市
长沙县百熙实验学校,中学,湖南省,长沙市,长沙县
湖南省浏阳第六中学,中学,湖南省,长沙市,浏阳市
黄花镇回龙中学,中学,湖南省,长沙市,长沙县
望城区坪塘镇白泉中学,中学,湖南省,长沙市,岳麓区
李静希望学校,中学,湖南省,长沙市,宁乡市
长沙市望城区靖港镇格塘中学,中学,湖南省,长沙市,望城区
宁乡市第十一高级中学,中学,湖南省,长沙市,宁乡市
浏阳市白沙中学,中学,湖南省,长沙市,浏阳市
南田坪中学,中学,湖南省,长沙市,宁乡市
善山岭中学,中学,湖南省,长沙市,宁乡市
浏阳市古港镇古港初级中学,中学,湖南省,长沙市,浏阳市
龙田镇九年制学校,中学,湖南省,长沙市,宁乡市
毛公桥中学,中学,湖南省,长沙市,宁乡市
浏阳市永和镇永和初级中学,中学,湖南省,长沙市,浏阳市
龙田镇七里山中学,中学,湖南省,长沙市,宁乡市
澄潭江中学,中学,湖南省,长沙市,浏阳市
长沙华夏实验学校,中学,湖南省,长沙市,长沙县
浏阳市大围山镇大围山初级中学,中学,湖南省,长沙市,浏阳市
宁乡市双江口镇双江口初级中学,中学,湖南省,长沙市,宁乡市
小河希望中学,中学,湖南省,长沙市,浏阳市
浏阳市柏加镇柏加初级中学,中学,湖南省,长沙市,浏阳市
浏阳市文家市镇岩前初级中学,中学,湖南省,长沙市,浏阳市
浏阳市蕉溪中学,中学,湖南省,长沙市,浏阳市
浏阳市达浒镇达浒初级中学,中学,湖南省,长沙市,浏阳市
双凫镇中学,中学,湖南省,长沙市,宁乡市
浏阳市大瑶镇石下学校,中学,湖南省,长沙市,浏阳市
特立中学,中学,湖南省,长沙市,长沙县
宁乡碧桂园学校,中学,湖南省,长沙市,宁乡市
天华中学,中学,湖南省,长沙市,长沙县
谷塘中学,中学,湖南省,长沙市,长沙县
直田中学,中学,湖南省,长沙市,宁乡市
唯美高级中学,中学,湖南省,长沙市,浏阳市
浏阳市太平桥镇太平桥初级中学,中学,湖南省,长沙市,浏阳市
淳口文武学校,中学,湖南省,长沙市,浏阳市
长沙县实验中学-维汉中学,中学,湖南省,长沙市,长沙县
城郊街道九年制学校(宁乡大道),中学,湖南省,长沙市,宁乡市
长沙县北山天乙学校,中学,湖南省,长沙市,长沙县
长沙市知源中学,中学,湖南省,长沙市,长沙县
关口中学,中学,湖南省,长沙市,浏阳市
春华中学,中学,湖南省,长沙市,长沙县
湖南师大附中星沙实验学校,中学,湖南省,长沙市,长沙县
长郡沩东中学,中学,湖南省,长沙市,宁乡市
唐市中学,中学,湖南省,长沙市,宁乡市
长沙县麻林中学-陈康白中学,中学,湖南省,长沙市,长沙县
菁华铺乡桃林桥家长学校,中学,湖南省,长沙市,宁乡市
珊瑚九年制学校,中学,湖南省,长沙市,宁乡市
长沙县百熙实验学校(初中部),中学,湖南省,长沙市,长沙县
长沙县第二中学(长沙县北山镇高仓村卫生室北),中学,湖南省,长沙市,长沙县
浏阳市三口中学,中学,湖南省,长沙市,浏阳市
里仁学校,中学,湖南省,长沙市,浏阳市
浏阳一中高新区实验中学,中学,湖南省,长沙市,浏阳市
松雅湖中学,中学,湖南省,长沙市,长沙县
油麻田初级中学,中学,湖南省,长沙市,宁乡市
北京师范大学长沙附属学校空港城校区,中学,湖南省,长沙市,长沙县
花明楼中学,中学,湖南省,长沙市,宁乡市
宁乡市心田中学,中学,湖南省,长沙市,宁乡市
金洲中心校,中学,湖南省,长沙市,宁乡市
宁乡市双凫铺镇麦田初级中学,中学,湖南省,长沙市,宁乡市
宁乡市花明楼镇杨林桥初级中学,中学,湖南省,长沙市,宁乡市
浏阳市艺术学校,中学,湖南省,长沙市,浏阳市
湖南宁乡城北中学春城校区,中学,湖南省,长沙市,宁乡市
湖南宁乡上海春满园希望学校,中学,湖南省,长沙市,宁乡市
九方中学,中学,湖南省,株洲市,石峰区
南方中学,中学,湖南省,株洲市,芦淞区
湖南省株洲市第四中学,中学,湖南省,株洲市,荷塘区
湖南省株洲市第二中学,中学,湖南省,株洲市,天元区
湖南省渌口区第五中学,中学,湖南省,株洲市,渌口区
株洲市第十八中学,中学,湖南省,株洲市,荷塘区
株洲市第七中学,中学,湖南省,株洲市,芦淞区
株洲市第三中学,中学,湖南省,株洲市,石峰区
田心中学,中学,湖南省,株洲市,石峰区
株洲市第五中学,中学,湖南省,株洲市,荷塘区
湖南省株洲市第八中学,中学,湖南省,株洲市,芦淞区
株洲景炎学校,中学,湖南省,株洲市,荷塘区
清水塘学校,中学,湖南省,株洲市,石峰区
渌口区第一中学,中学,湖南省,株洲市,渌口区
湖南省株洲市第一中学,中学,湖南省,株洲市,芦淞区
株洲市外国语荷塘学校,中学,湖南省,株洲市,芦淞区
体育路中学,中学,湖南省,株洲市,芦淞区
北京师范大学株洲附属学校,中学,湖南省,株洲市,天元区
五里墩中学,中学,湖南省,株洲市,芦淞区
株洲市枫叶中学,中学,湖南省,株洲市,石峰区
株洲市第六中学,中学,湖南省,株洲市,石峰区
泰山学校,中学,湖南省,株洲市,天元区
株洲新凤凰国际高中,中学,湖南省,株洲市,芦淞区
株洲市第十九中学,中学,湖南省,株洲市,荷塘区
株洲市渌口区朱亭镇龙凤中学,中学,湖南省,株洲市,渌口区
景弘中学,中学,湖南省,株洲市,荷塘区
湖南炎陵一中,中学,湖南省,株洲市,炎陵县
漂沙井中学,中学,湖南省,株洲市,渌口区
株洲市芦淞区贺家土中学,中学,湖南省,株洲市,芦淞区
湖南省茶陵县第三中学,中学,湖南省,株洲市,茶陵县
株洲市渌口区第三中学,中学,湖南省,株洲市,渌口区
湖南省株洲市第十三中学,中学,湖南省,株洲市,荷塘区
株洲市外国语教育集团石峰学校,中学,湖南省,株洲市,石峰区
湖南省醴陵第一中学,中学,湖南省,株洲市,醴陵市
湖南茶陵第一中学,中学,湖南省,株洲市,茶陵县
和平中学,中学,湖南省,株洲市,渌口区
龙头铺中学,中学,湖南省,株洲市,石峰区
株洲市天元区三门镇中学,中学,湖南省,株洲市,天元区
天易长鸿实验学校(建设中),中学,湖南省,株洲市,天元区
湖南省攸县第一中学,中学,湖南省,株洲市,攸县
株洲市天元区天元中学,中学,湖南省,株洲市,天元区
株洲市渌口区渌口镇中学,中学,湖南省,株洲市,渌口区
建宁实验中学,中学,湖南省,株洲市,天元区
云阳中学,中学,湖南省,株洲市,茶陵县
醴陵市枧头洲中学,中学,湖南省,株洲市,醴陵市
株洲市第十九中学(东校区),中学,湖南省,株洲市,荷塘区
炎陵中学,中学,湖南省,株洲市,炎陵县
转步中学,中学,湖南省,株洲市,醴陵市
株洲北大公学附属学校,中学,湖南省,株洲市,荷塘区
古岳峰中学,中学,湖南省,株洲市,渌口区
株洲市二中天元中学,中学,湖南省,株洲市,天元区
天元中学马家河分校,中学,湖南省,株洲市,天元区
株洲市淞欣学校,中学,湖南省,株洲市,芦淞区
隆兴中学,中学,湖南省,株洲市,天元区
株木中学,中学,湖南省,株洲市,天元区
太湖中学,中学,湖南省,株洲市,渌口区
富里中学,中学,湖南省,株洲市,醴陵市
湖南省醴陵第四中学,中学,湖南省,株洲市,醴陵市
北大公学株洲实验高级中学,中学,湖南省,株洲市,荷塘区
天元区雷打石学校,中学,湖南省,株洲市,天元区
株洲长鸿实验学校,中学,湖南省,株洲市,攸县
南阳桥中学,中学,湖南省,株洲市,渌口区
株洲潇湘实验学校,中学,湖南省,株洲市,渌口区
平水中学,中学,湖南省,株洲市,茶陵县
王十万中学,中学,湖南省,株洲市,渌口区
株洲云龙示范区龙头铺中学,中学,湖南省,株洲市,石峰区
醴陵市东富中学,中学,湖南省,株洲市,醴陵市
株洲市渌口区南洲镇中心学校,中学,湖南省,株洲市,渌口区
株洲市渌口区龙船镇中心学校,中学,湖南省,株洲市,渌口区
堂市乡中学,中学,湖南省,株洲市,渌口区
湘渌实验学校,中学,湖南省,株洲市,渌口区
株洲市渌口区古岳峰镇中心学校,中学,湖南省,株洲市,渌口区
孙家湾中学,中学,湖南省,株洲市,醴陵市
华石中学,中学,湖南省,株洲市,渌口区
湖南醴陵第二中学,中学,湖南省,株洲市,醴陵市
黄龙中学,中学,湖南省,株洲市,渌口区
龙溪中学,中学,湖南省,株洲市,炎陵县
仙霞中学,中学,湖南省,株洲市,醴陵市
嘉树中学,中学,湖南省,株洲市,醴陵市
茶陵县腰陂中学,中学,湖南省,株洲市,茶陵县
尧水中学,中学,湖南省,株洲市,茶陵县
湖南省醴陵市白兔潭中学,中学,湖南省,株洲市,醴陵市
醴陵市城南中学,中学,湖南省,株洲市,醴陵市
砖桥乡中学,中学,湖南省,株洲市,渌口区
七地中学,中学,湖南省,株洲市,茶陵县
湖南省醴陵市第五中学,中学,湖南省,株洲市,醴陵市
茶陵县界首中学,中学,湖南省,株洲市,茶陵县
醴陵市第七中学,中学,湖南省,株洲市,醴陵市
攸县网岭镇中学,中学,湖南省,株洲市,攸县
泗汾中学,中学,湖南省,株洲市,醴陵市
醴陵市船湾中学,中学,湖南省,株洲市,醴陵市
渌田镇中学,中学,湖南省,株洲市,攸县
炎陵县东风乡学校,中学,湖南省,株洲市,炎陵县
醴陵市浦口中学,中学,湖南省,株洲市,醴陵市
石羊塘中学,中学,湖南省,株洲市,攸县
乘前中学,中学,湖南省,株洲市,醴陵市
攸县黄丰桥中学,中学,湖南省,株洲市,攸县
渌江中学,中学,湖南省,株洲市,醴陵市
湖南省茶陵县第二中学,中学,湖南省,株洲市,茶陵县
株洲云龙示范区云田中学,中学,湖南省,株洲市,石峰区
板杉中学,中学,湖南省,株洲市,醴陵市
湖南省攸县第四中学,中学,湖南省,株洲市,攸县
南门中学,中学,湖南省,株洲市,醴陵市
上云桥镇中学,中学,湖南省,株洲市,攸县
茶陵县虎踞中学,中学,湖南省,株洲市,茶陵县
长冲乡中学,中学,湖南省,株洲市,渌口区
石亭中学,中学,湖南省,株洲市,醴陵市
株洲健坤外国语学校,中学,湖南省,株洲市,攸县
醴陵市黄獭嘴镇中学,中学,湖南省,株洲市,醴陵市
茶陵县下东中学,中学,湖南省,株洲市,茶陵县
株洲市天元区菱溪中学,中学,湖南省,株洲市,天元区
莲塘坳中学,中学,湖南省,株洲市,攸县
青云学校,中学,湖南省,株洲市,醴陵市
株洲市渌口区南洲镇昭陵中学,中学,湖南省,株洲市,渌口区
株洲市芦淞区白关中学,中学,湖南省,株洲市,芦淞区
湖南坳中学,中学,湖南省,株洲市,攸县
炎陵县水口镇中学,中学,湖南省,株洲市,炎陵县
三河镇中学,中学,湖南省,株洲市,炎陵县
高桥中学,中学,湖南省,株洲市,醴陵市
八步桥中心学校,中学,湖南省,株洲市,醴陵市
鹿原镇东风学校,中学,湖南省,株洲市,炎陵县
南桥中学,中学,湖南省,株洲市,醴陵市
株洲兰亭学校,中学,湖南省,株洲市,石峰区
炎陵县鹿原镇学校,中学,湖南省,株洲市,炎陵县
沈潭中学,中学,湖南省,株洲市,醴陵市
攸县城关中学,中学,湖南省,株洲市,攸县
十都镇中学,中学,湖南省,株洲市,炎陵县
贺家桥镇中学,中学,湖南省,株洲市,醴陵市
醴陵市茶山镇栗山中学,中学,湖南省,株洲市,醴陵市
醴陵市茶山镇中心学校,中学,湖南省,株洲市,醴陵市
霞阳镇三河中学,中学,湖南省,株洲市,炎陵县
醴陵市泗汾镇中心学校,中学,湖南省,株洲市,醴陵市
醴陵市李畋镇中心学校,中学,湖南省,株洲市,醴陵市
解放学校(洣江校区),中学,湖南省,株洲市,茶陵县
炎陵县垄溪乡学楼,中学,湖南省,株洲市,炎陵县
马江中学,中学,湖南省,株洲市,茶陵县
世纪星高级中学,中学,湖南省,株洲市,茶陵县
茶陵县秩堂中学,中学,湖南省,株洲市,茶陵县
莲塘坳中学(新校区),中学,湖南省,株洲市,攸县
中村瑶族乡平乐学校,中学,湖南省,株洲市,炎陵县
严塘中学,中学,湖南省,株洲市,茶陵县
醴陵市柞市中学,中学,湖南省,株洲市,醴陵市
黄沙中学,中学,湖南省,株洲市,醴陵市
攸县新市中学,中学,湖南省,株洲市,攸县
醴陵市孙家湾镇中心学校,中学,湖南省,株洲市,醴陵市
株洲市渌口区朱亭镇中心学校,中学,湖南省,株洲市,渌口区
株洲长鸿实验学校招生办,中学,湖南省,株洲市,攸县
震林中学,中学,湖南省,株洲市,攸县
醴陵市荷田中学,中学,湖南省,株洲市,醴陵市
湖南攸县第三中学,中学,湖南省,株洲市,攸县
茶陵县枣市中学,中学,湖南省,株洲市,茶陵县
醴陵王坊中学,中学,湖南省,株洲市,醴陵市
鸾山中学,中学,湖南省,株洲市,攸县
茶陵县祖安中学,中学,湖南省,株洲市,茶陵县
高枧中学,中学,湖南省,株洲市,攸县
株洲世纪星实验学校,中学,湖南省,株洲市,茶陵县
炎陵县霞阳镇中学,中学,湖南省,株洲市,炎陵县
酒埠江镇中学,中学,湖南省,株洲市,攸县
坪阳中学,中学,湖南省,株洲市,攸县
潞水中学,中学,湖南省,株洲市,茶陵县
高和中学,中学,湖南省,株洲市,攸县
榬木岭中学,中学,湖南省,株洲市,醴陵市
湖口中学,中学,湖南省,株洲市,茶陵县
桃坑中学,中学,湖南省,株洲市,茶陵县
炎陵县船形乡学校,中学,湖南省,株洲市,炎陵县
中村瑶族乡龙渣学校,中学,湖南省,株洲市,炎陵县
思聪中学,中学,湖南省,株洲市,茶陵县
大同桥中学,中学,湖南省,株洲市,攸县
槚山中学,中学,湖南省,株洲市,攸县
钟佳桥镇中学,中学,湖南省,株洲市,攸县
仙庾中心学校,中学,湖南省,株洲市,荷塘区
湖南省醴陵市第八中学,中学,湖南省,株洲市,醴陵市
醴陵市东堡中学,中学,湖南省,株洲市,醴陵市
策源中学,中学,湖南省,株洲市,炎陵县
明月镇大障中学,中学,湖南省,株洲市,醴陵市
茶陵县列宁中学,中学,湖南省,株洲市,茶陵县
淦田镇中学,中学,湖南省,株洲市,渌口区
皮家学校,中学,湖南省,株洲市,攸县
湖南省攸县第二中学,中学,湖南省,株洲市,攸县
城北中学,中学,湖南省,株洲市,醴陵市
长岭中学,中学,湖南省,株洲市,醴陵市
茶陵思源实验学校,中学,湖南省,株洲市,茶陵县
攸县东山学校,中学,湖南省,株洲市,攸县
醴陵市洪源中学,中学,湖南省,株洲市,醴陵市
醴陵市新阳中学,中学,湖南省,株洲市,醴陵市
茶陵浣溪中学,中学,湖南省,株洲市,茶陵县
湖南茶陵火田中学,中学,湖南省,株洲市,茶陵县
茶陵县城东学校,中学,湖南省,株洲市,茶陵县
大沧学校,中学,湖南省,株洲市,攸县
八合爱心学校,中学,湖南省,株洲市,攸县
湖南师大附属株洲市五雅中学,中学,湖南省,株洲市,醴陵市
荔市学校,中学,湖南省,株洲市,茶陵县
长庆学校,中学,湖南省,株洲市,醴陵市
攸县万民文武学校,中学,湖南省,株洲市,攸县
湖南省农业广播电视学校炎陵(校炎陵分校),中学,湖南省,株洲市,炎陵县
攸县鸭塘铺中学,中学,湖南省,株洲市,攸县
莲塘坳镇中学新校区,中学,湖南省,株洲市,攸县
醴陵市王仙中学,中学,湖南省,株洲市,醴陵市
华塘学校,中学,湖南省,株洲市,醴陵市
南方中学-教育集团,中学,湖南省,株洲市,芦淞区
湖南省株洲市第二中学初中部,中学,湖南省,株洲市,天元区
湘钢一中,中学,湖南省,湘潭市,岳塘区
湘潭市第一中学,中学,湖南省,湘潭市,雨湖区
湘锰中学,中学,湖南省,湘潭市,雨湖区
湘潭市第三中学,中学,湖南省,湘潭市,岳塘区
湖南省湘潭市第二中学,中学,湖南省,湘潭市,雨湖区
湘潭市第四中学,中学,湖南省,湘潭市,雨湖区
湘钢第二中学,中学,湖南省,湘潭市,岳塘区
湘潭市第十一中学,中学,湖南省,湘潭市,雨湖区
东山学校,中学,湖南省,湘潭市,湘乡市
云塘学校,中学,湖南省,湘潭市,雨湖区
湘潭电机子弟中学,中学,湖南省,湘潭市,岳塘区
湘纺中学,中学,湖南省,湘潭市,岳塘区
湘潭县一中,中学,湖南省,湘潭市,湘潭县
湘潭市益智中学,中学,湖南省,湘潭市,雨湖区
湘钢三校,中学,湖南省,湘潭市,岳塘区
曙光学校,中学,湖南省,湘潭市,雨湖区
湘钢一中教育集团十二中校区,中学,湖南省,湘潭市,岳塘区
湘潭市第七中学,中学,湖南省,湘潭市,岳塘区
湘乡市育才中学,中学,湖南省,湘潭市,湘乡市
泉塘子中学,中学,湖南省,湘潭市,雨湖区
木鱼湖中学(建设中),中学,湖南省,湘潭市,岳塘区
湘潭市第十六中学,中学,湖南省,湘潭市,雨湖区
长郡湘潭高新实验学校,中学,湖南省,湘潭市,岳塘区
湘潭市特殊教育学校,中学,湖南省,湘潭市,岳塘区
岳塘区经开区实验学校(建设中),中学,湖南省,湘潭市,岳塘区
湘潭市第十二中学,中学,湖南省,湘潭市,岳塘区
湖南省湘乡第一中学,中学,湖南省,湘潭市,湘乡市
湘潭县云龙实验中学,中学,湖南省,湘潭市,湘潭县
湘潭江声实验学校,中学,湖南省,湘潭市,湘潭县
湘潭九华第一中学,中学,湖南省,湘潭市,雨湖区
韶山学校,中学,湖南省,湘潭市,韶山市
马家堰中学,中学,湖南省,湘潭市,湘潭县
湘潭县一中教育集团九中校区,中学,湖南省,湘潭市,湘潭县
培英中学,中学,湖南省,湘潭市,雨湖区
湘潭华鑫高级中学,中学,湖南省,湘潭市,岳塘区
花桥中学,中学,湖南省,湘潭市,湘潭县
南谷中学,中学,湖南省,湘潭市,雨湖区
湖南省现代教育技术实验学校,中学,湖南省,湘潭市,雨湖区
湘潭县第五中学,中学,湖南省,湘潭市,湘潭县
湘潭市第十八中学,中学,湖南省,湘潭市,雨湖区
湘潭市第十七中学,中学,湖南省,湘潭市,雨湖区
湘潭市长城中学,中学,湖南省,湘潭市,雨湖区
湘潭市第十六中学综艺楼,中学,湖南省,湘潭市,雨湖区
中路铺中学,中学,湖南省,湘潭市,湘潭县
荷塘街道中学,中学,湖南省,湘潭市,岳塘区
仙女中学,中学,湖南省,湘潭市,雨湖区
月塘实验学校,中学,湖南省,湘潭市,雨湖区
湖南省湘乡市第四中学,中学,湖南省,湘潭市,湘乡市
石潭中学,中学,湖南省,湘潭市,湘潭县
盐埠中学,中学,湖南省,湘潭市,湘潭县
月山镇中学,中学,湖南省,湘潭市,湘乡市
日华中学,中学,湖南省,湘潭市,湘潭县
龙潭八一中学,中学,湖南省,湘潭市,湘乡市
湘潭县第四中学,中学,湖南省,湘潭市,湘潭县
锦石中学,中学,湖南省,湘潭市,湘潭县
严冲中学,中学,湖南省,湘潭市,湘潭县
韶山市实验中学,中学,湖南省,湘潭市,韶山市
银田中学,中学,湖南省,湘潭市,韶山市
双江中学,中学,湖南省,湘潭市,湘乡市
湘潭市雨湖区护潭学校,中学,湖南省,湘潭市,雨湖区
湖铁实验学校,中学,湖南省,湘潭市,湘乡市
湘潭凤凰初级中学,中学,湖南省,湘潭市,湘潭县
继述桥中学,中学,湖南省,湘潭市,湘潭县
湘潭县第八中学,中学,湖南省,湘潭市,湘潭县
姜畲中学,中学,湖南省,湘潭市,雨湖区
潭桥学校,中学,湖南省,湘潭市,湘乡市
湘乡市龙洞乡中心学校,中学,湖南省,湘潭市,湘乡市
湘潭县六中,中学,湖南省,湘潭市,湘潭县
湘潭县第十中学,中学,湖南省,湘潭市,湘潭县
湖南省湘乡第二中学,中学,湖南省,湘潭市,湘乡市
湘潭凤凰中学,中学,湖南省,湘潭市,湘潭县
易俗河镇一中,中学,湖南省,湘潭市,湘潭县
麦子石中学,中学,湖南省,湘潭市,湘潭县
涟滨实验学校,中学,湖南省,湘潭市,湘乡市
较场中学,中学,湖南省,湘潭市,湘潭县
韶山中学,中学,湖南省,湘潭市,韶山市
土桥中学,中学,湖南省,湘潭市,湘潭县
白托中学,中学,湖南省,湘潭市,湘潭县
齐白石中学,中学,湖南省,湘潭市,湘潭县
列家桥中学,中学,湖南省,湘潭市,湘潭县
龙口中学,中学,湖南省,湘潭市,湘潭县
桂花中学,中学,湖南省,湘潭市,湘乡市
岳塘区火炬教育集团红旗学校,中学,湖南省,湘潭市,岳塘区
楠竹山中学,中学,湖南省,湘潭市,湘潭县
石柱中学,中学,湖南省,湘潭市,湘乡市
景泉中学,中学,湖南省,湘潭市,湘潭县
山坪中学,中学,湖南省,湘潭市,湘乡市
湘潭子敬初级中学,中学,湖南省,湘潭市,湘潭县
石潭镇中心学校,中学,湖南省,湘潭市,湘潭县
射埠镇中心学校,中学,湖南省,湘潭市,湘潭县
湘潭县花石镇中心学校,中学,湖南省,湘潭市,湘潭县
峡山口中学,中学,湖南省,湘潭市,湘潭县
湘潭县河口中学,中学,湖南省,湘潭市,湘潭县
青山桥镇中心学校,中学,湖南省,湘潭市,湘潭县
湘乡市东山办事处中心学校,中学,湖南省,湘潭市,湘乡市
环山中学,中学,湖南省,湘潭市,湘潭县
古塘桥中学,中学,湖南省,湘潭市,湘潭县
乌石峰中学,中学,湖南省,湘潭市,湘潭县
花石中学,中学,湖南省,湘潭市,湘潭县
湘乡市翻江中心学校,中学,湖南省,湘潭市,湘乡市
郭家桥中学,中学,湖南省,湘潭市,湘潭县
白田镇中学,中学,湖南省,湘潭市,湘乡市
云湖桥镇云湖中学,中学,湖南省,湘潭市,湘潭县
茶园中学,中学,湖南省,湘潭市,湘潭县
湘潭县易俗河镇第二中学,中学,湖南省,湘潭市,湘潭县
湖山中学,中学,湖南省,湘潭市,湘乡市
轧桥中学,中学,湖南省,湘潭市,湘乡市
洪塘中学,中学,湖南省,湘潭市,湘乡市
山枣中学,中学,湖南省,湘潭市,湘乡市
梅桥中学,中学,湖南省,湘潭市,湘乡市
树人中学,中学,湖南省,湘潭市,湘乡市
湘潭县二中,中学,湖南省,湘潭市,湘潭县
长丰中学,中学,湖南省,湘潭市,湘乡市
湖南师大附中博才实验中学对口支援学校,中学,湖南省,湘潭市,韶山市
湘潭县姜畲镇中小学联校,中学,湖南省,湘潭市,雨湖区
碑头富利学校,中学,湖南省,湘潭市,雨湖区
金薮中学,中学,湖南省,湘潭市,湘乡市
湘乡市振湘实验中学,中学,湖南省,湘潭市,湘乡市
中沙中学,中学,湖南省,湘潭市,湘乡市
壶天中学,中学,湖南省,湘潭市,湘乡市
花坪中学,中学,湖南省,湘潭市,湘乡市
栗山镇中学,中学,湖南省,湘潭市,湘乡市
巴江中学,中学,湖南省,湘潭市,湘乡市
芬水中学,中学,湖南省,湘潭市,湘乡市
湘乡市壶天镇中心学校,中学,湖南省,湘潭市,湘乡市
黄荆坪中学,中学,湖南省,湘潭市,湘潭县
虞唐镇中学,中学,湖南省,湘潭市,湘乡市
湘乡市景云中学,中学,湖南省,湘潭市,湘乡市
长岭中学,中学,湖南省,湘潭市,湘潭县
霞岭中学,中学,湖南省,湘潭市,湘潭县
易俗河镇第三中学,中学,湖南省,湘潭市,湘潭县
湘乡市名民实验中学,中学,湖南省,湘潭市,湘乡市
团田学校,中学,湖南省,湘潭市,韶山市
湘潭杨嘉桥镇何月群中学,中学,湖南省,湘潭市,湘潭县
韶山乡花桥学校,中学,湖南省,湘潭市,韶山市
石板塘中学,中学,湖南省,湘潭市,湘乡市
良湖中学,中学,湖南省,湘潭市,湘潭县
岐山中心校,中学,湖南省,湘潭市,湘乡市
江南中学,中学,湖南省,湘潭市,雨湖区
湖南省湘乡第一中学南校区,中学,湖南省,湘潭市,湘乡市
杨嘉桥中学,中学,湖南省,湘潭市,湘潭县
银田镇学校,中学,湖南省,湘潭市,韶山市
普安学校,中学,湖南省,湘潭市,湘乡市
湖南省湘潭文武学校,中学,湖南省,湘潭市,雨湖区
云湖学校,中学,湖南省,湘潭市,湘潭县
韶山华润学校,中学,湖南省,湘潭市,韶山市
湘铝学校,中学,湖南省,湘潭市,湘乡市
湘乡市泉塘中学,中学,湖南省,湘潭市,湘乡市
湘潭凤凰中学(高中部),中学,湖南省,湘潭市,湘潭县
天易云龙中学(建设中),中学,湖南省,湘潭市,湘潭县
青山桥时代阳光中学,中学,湖南省,湘潭市,湘潭县
湘乡市起凤学校,中学,湖南省,湘潭市,湘乡市
湖南省湘乡第二中学(高中部),中学,湖南省,湘潭市,湘乡市
花校中学,中学,湖南省,湘潭市,湘乡市
天易水竹学校,中学,湖南省,湘潭市,湘潭县
湘乡棋梓镇中学,中学,湖南省,湘潭市,湘乡市
韶山市姜堰希望学校,中学,湖南省,湘潭市,韶山市
中路铺镇中心学校,中学,湖南省,湘潭市,湘潭县
望春学校,中学,湖南省,湘潭市,湘乡市
益民学校,中学,湖南省,湘潭市,湘乡市
梅林中学,中学,湖南省,湘潭市,湘潭县
湘乡市湘铝学校(朝阳校区),中学,湖南省,湘潭市,湘乡市
湘潭市第四中学阳光服务,中学,湖南省,湘潭市,雨湖区
湘潭市第四中学教学大楼,中学,湖南省,湘潭市,雨湖区
衡阳市八中,中学,湖南省,衡阳市,雁峰区
衡阳市第一中学,中学,湖南省,衡阳市,蒸湘区
